[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (10 queries, fresh context each, concurrency=2) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_1)
  [q05] starting (worker _worker_0)
  [q05] done in 151s (exit 0, score=fail)
  [q11] starting (worker _worker_0)
  [q02] done in 180s (exit 0, score=fail)
  [q14] starting (worker _worker_1)
  [q11] done in 65s (exit 0, score=fail)
  [q17] starting (worker _worker_0)
  [q14] done in 87s (exit 0, score=fail)
  [q23] starting (worker _worker_1)
  [q17] done in 89s (exit 0, score=fail)
  [q54] starting (worker _worker_0)
  [q54] done in 73s (exit 0, score=fail)
  [q64] starting (worker _worker_0)
  [q23] done in 152s (exit 0, score=fail)
  [q75] starting (worker _worker_1)
  [q64] done in 95s (exit 0, score=fail)
  [q80] starting (worker _worker_0)
  [q75] done in 163s (exit 0, score=fail)
  [q80] done in 107s (exit 0, score=fail)
[4/5] Finalising scores for 10 queries ...
  spliced 89 prior results from 20260626-031753
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (33 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260626-125555

# TPC-DS Agent Eval — 20260626-125555

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.286

## Result

- **Pass rate: 56/99** (57%)
- Status breakdown: {'pass': 56, 'fail': 43}
- Wall time: 593.6s  |  Agent time: 1161.9s  |  Avg/query: 116.2s
- Agent exit code: 0

## Agent harness metrics

- LLM iterations: 184
- Tool calls: 218  →  {'trilogy': 208, 'return_control_to_user': 10}
- `trilogy` subcommands: {'agent-info': 24, 'explore': 72, 'file': 57, 'run': 53}
- Tool success rate: 85% (185/218 ok)
- Tokens: 5168835 total (5093873 prompt + 74962 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 34 | pass | 455 | 455 | 3461 |  |
| 35 | fail | 100 | 100 | 10980 | result set differs from reference |
| 36 | pass | 100 | 100 | 2195 |  |
| 37 | fail | 1 | 2 | 1209 | result set differs from reference |
| 38 | fail | 1 | 1 | 1105 | result set differs from reference |
| 39 | pass | 243 | 243 | 4662 |  |
| 40 | fail | 100 | 100 | 1418 | result set differs from reference |
| 41 | pass | 100 | 100 | 1848 |  |
| 42 | pass | 10 | 10 | 745 |  |
| 43 | pass | 6 | 6 | 1640 |  |
| 44 | pass | 10 | 10 | 5626 |  |
| 45 | pass | 19 | 19 | 1490 |  |
| 46 | pass | 100 | 100 | 2372 |  |
| 47 | pass | 100 | 100 | 5770 |  |
| 48 | pass | 1 | 1 | 2182 |  |
| 49 | fail | 34 | 34 | 5826 | result set differs from reference |
| 50 | fail | 6 | 7 | 3222 | result set differs from reference |
| 51 | fail | 100 | 100 | 5497 | result set differs from reference |
| 52 | pass | 100 | 100 | 794 |  |
| 53 | pass | 100 | 100 | 2380 |  |
| 54 | fail | 1 | 1 | 4447 | result set differs from reference |
| 55 | pass | 100 | 100 | 832 |  |
| 56 | fail | 100 | 100 | 3407 | result set differs from reference |
| 57 | pass | 100 | 100 | 3956 |  |
| 58 | pass | 5 | 5 | 4326 |  |
| 59 | pass | 100 | 100 | 6343 |  |
| 60 | pass | 100 | 100 | 3171 |  |
| 61 | pass | 1 | 1 | 2045 |  |
| 62 | pass | 100 | 100 | 2639 |  |
| 63 | pass | 100 | 100 | 1885 |  |
| 64 | fail | 2 | 2 | 17176 | result set differs from reference |
| 65 | fail | 100 | 100 | 3440 | result set differs from reference |
| 66 | fail | 5 | 60 | 4692 | result set differs from reference |
| 67 | fail | 100 | 100 | 3658 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | fail | 100 | 100 | 4156 | result set differs from reference |
| 70 | pass | 3 | 3 | 2745 |  |
| 71 | pass | 1031 | 1031 | 3356 |  |
| 72 | pass | 100 | 100 | 2952 |  |
| 73 | fail | 1 | 9 | 2090 | result set differs from reference |
| 74 | fail | 92 | 90 | 5766 | result set differs from reference |
| 75 | fail | 100 | 100 | 7434 | result set differs from reference |
| 76 | fail | 100 | 100 | 5305 | result set differs from reference |
| 77 | fail | 44 | 76 | 5259 | result set differs from reference |
| 78 | fail | 100 | 100 | 6930 | result set differs from reference |
| 79 | fail | 100 | 100 | 1621 | result set differs from reference |
| 80 | fail | 100 | 100 | 6674 | result set differs from reference |
| 81 | fail | 100 | 100 | 8775 | result set differs from reference |
| 82 | pass | 2 | 2 | 1095 |  |
| 83 | pass | 24 | 24 | 4727 |  |
| 84 | fail | 16 | 100 | 1547 | result set differs from reference |
| 85 | pass | 1 | 1 | 3859 |  |
| 86 | pass | 100 | 100 | 1866 |  |
| 87 | fail | 1 | 1 | 2220 | result set differs from reference |
| 88 | pass | 1 | 1 | 2101 |  |
| 89 | pass | 100 | 100 | 4025 |  |
| 90 | pass | 1 | 1 | 1619 |  |
| 91 | fail | 2 | 2 | 2373 | result set differs from reference |
| 92 | fail | 1 | 1 | 1090 | result set differs from reference |
| 93 | pass | 100 | 100 | 1001 |  |
| 94 | fail | 1 | 1 | 2850 | result set differs from reference |
| 95 | pass | 1 | 1 | 4791 |  |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 861 | result set differs from reference |
| 98 | fail | 2521 | 2521 | 3336 | result set differs from reference |
| 99 | pass | 90 | 90 | 3278 |  |

## Agent final message

> Query written to `query80.preql` and validated. The query:
> 
> 1. Imports `raw.all_sales` (the multi-channel consolidated fact)
> 2. Applies date filter (2000-08-23 through 2000-09-22), item price > 50, promotion TV flag = 'N', and outlet existence check
> 3. Computes channel labels ('store channel', 'catalog channel', 'web channel') and outlet identifiers (prefixed business codes)
> 4. Uses `def rollup_metrics(metric) -> sum(metric) by rollup ch_label, outlet_id_label` to produce per-outlet rows, per-channel subtotals, and a grand total in one pass
> 5. Reports sales (ext_sales_price), returns (coalesced return_amount), and profit (net_profit minus coalesced return_net_loss)
> 6. Orders by channel then outlet with nulls first, limited to 100 rows
> 
> `trilogy run query80.preql` completes successfully — 428 total rows in the result (100 displayed). Output includes the grand total, all three channel subtotals, and per-outlet detail rows.

