[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (10 queries, fresh context each, concurrency=2) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_1)
  [q05] starting (worker _worker_0)
  [q02] done in 160s (exit 0, score=pass)
  [q11] starting (worker _worker_1)
  [q11] done in 124s (exit 0, score=fail)
  [q14] starting (worker _worker_1)
  [q14] done in 105s (exit 0, score=fail)
  [q17] starting (worker _worker_1)
  [q17] done in 117s (exit 0, score=pass)
  [q23] starting (worker _worker_1)
  [q23] done in 71s (exit 0, score=fail)
  [q54] starting (worker _worker_1)
  [q54] done in 60s (exit 0, score=fail)
  [q64] starting (worker _worker_1)
  [q05] done in 674s (exit 2, score=exhausted)
  [q75] starting (worker _worker_0)
  [q75] done in 135s (exit 0, score=pass)
  [q80] starting (worker _worker_0)
  [q80] done in 89s (exit 0, score=fail)
  [q64] done in 253s (exit 0, score=fail)
[4/5] Finalising scores for 10 queries ...
  spliced 89 prior results from 20260625-183939
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (44 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260625-191717

# TPC-DS Agent Eval — 20260625-191717

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.286

## Result

- **Pass rate: 59/99** (60%)
- Status breakdown: {'pass': 59, 'exhausted': 1, 'fail': 39}
- Wall time: 909.9s  |  Agent time: 1788.4s  |  Avg/query: 178.8s
- Agent exit code: 1

## Agent harness metrics

- LLM iterations: 251
- Tool calls: 290  →  {'trilogy': 280, 'return_control_to_user': 9, 'run': 1}
- `trilogy` subcommands: {'agent-info': 20, 'file': 77, 'explore': 78, 'run': 102, 'fmt': 1}
- Tool success rate: 84% (245/290 ok)
- Tokens: 10228838 total (10123776 prompt + 105062 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 34 | pass | 455 | 455 | 3461 |  |
| 35 | fail | 100 | 100 | 10980 | result set differs from reference |
| 36 | pass | 100 | 100 | 2195 |  |
| 37 | fail | 1 | 2 | 1209 | result set differs from reference |
| 38 | fail | 1 | 1 | 1105 | result set differs from reference |
| 39 | pass | 243 | 243 | 4662 |  |
| 40 | fail | 100 | 100 | 1418 | result set differs from reference |
| 41 | pass | 100 | 100 | 1848 |  |
| 42 | pass | 10 | 10 | 745 |  |
| 43 | pass | 6 | 6 | 1640 |  |
| 44 | pass | 10 | 10 | 5626 |  |
| 45 | pass | 19 | 19 | 1490 |  |
| 46 | pass | 100 | 100 | 2372 |  |
| 47 | pass | 100 | 100 | 5770 |  |
| 48 | pass | 1 | 1 | 2182 |  |
| 49 | fail | 34 | 34 | 5826 | result set differs from reference |
| 50 | fail | 6 | 7 | 3222 | result set differs from reference |
| 51 | fail | 100 | 100 | 5497 | result set differs from reference |
| 52 | pass | 100 | 100 | 794 |  |
| 53 | pass | 100 | 100 | 2380 |  |
| 54 | fail | 1 | 1 | 4472 | result set differs from reference |
| 55 | pass | 100 | 100 | 832 |  |
| 56 | fail | 100 | 100 | 3407 | result set differs from reference |
| 57 | pass | 100 | 100 | 3956 |  |
| 58 | pass | 5 | 5 | 4326 |  |
| 59 | pass | 100 | 100 | 6343 |  |
| 60 | pass | 100 | 100 | 3171 |  |
| 61 | pass | 1 | 1 | 2045 |  |
| 62 | pass | 100 | 100 | 2639 |  |
| 63 | pass | 100 | 100 | 1885 |  |
| 64 | fail | 2 | 595 | 15304 | result set differs from reference |
| 65 | fail | 100 | 100 | 3440 | result set differs from reference |
| 66 | fail | 5 | 60 | 4692 | result set differs from reference |
| 67 | fail | 100 | 100 | 3658 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | fail | 100 | 100 | 4156 | result set differs from reference |
| 70 | pass | 3 | 3 | 2745 |  |
| 71 | pass | 1031 | 1031 | 3356 |  |
| 72 | pass | 100 | 100 | 2952 |  |
| 73 | fail | 1 | 9 | 2090 | result set differs from reference |
| 74 | fail | 92 | 90 | 5766 | result set differs from reference |
| 75 | pass | 100 | 100 | 7352 |  |
| 76 | fail | 100 | 100 | 5305 | result set differs from reference |
| 77 | fail | 44 | 76 | 5259 | result set differs from reference |
| 78 | fail | 100 | 100 | 6930 | result set differs from reference |
| 79 | fail | 100 | 100 | 1621 | result set differs from reference |
| 80 | fail | 100 | 100 | 7179 | result set differs from reference |
| 81 | fail | 100 | 100 | 8775 | result set differs from reference |
| 82 | pass | 2 | 2 | 1095 |  |
| 83 | pass | 24 | 24 | 4727 |  |
| 84 | fail | 16 | 100 | 1547 | result set differs from reference |
| 85 | pass | 1 | 1 | 3859 |  |
| 86 | pass | 100 | 100 | 1866 |  |
| 87 | fail | 1 | 1 | 2220 | result set differs from reference |
| 88 | pass | 1 | 1 | 2101 |  |
| 89 | pass | 100 | 100 | 4025 |  |
| 90 | pass | 1 | 1 | 1619 |  |
| 91 | fail | 2 | 2 | 2373 | result set differs from reference |
| 92 | fail | 1 | 1 | 1090 | result set differs from reference |
| 93 | pass | 100 | 100 | 1001 |  |
| 94 | fail | 1 | 1 | 2850 | result set differs from reference |
| 95 | pass | 1 | 1 | 4791 |  |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 861 | result set differs from reference |
| 98 | fail | 2521 | 2521 | 3336 | result set differs from reference |
| 99 | pass | 90 | 90 | 3278 |  |

## Agent final message

> Created `query80.preql` which answers Question 80. The query:
> 
> 1. Imports `raw.all_sales` (the unified multi-channel sales/returns model)
> 2. Defines `channel_label` via CASE: 'STORE'→'store channel', 'CATALOG'→'catalog channel', 'WEB'→'web channel'
> 3. Defines `outlet_identifier` via CASE: prefixes the channel's `channel_dim_text_id` with 'store', 'catalog_page', or 'web_site'
> 4. Filters to 2000-08-23 through 2000-09-22, items with current_price > 50, promotions with channel_tv = 'N', and only recorded outlets (channel_dim_id is not null)
> 5. Aggregates with `by rollup channel_label, outlet_identifier` for per-outlet, per-channel subtotal, and grand total rows
> 6. Computes total_sales = sum(ext_sales_price), total_returns = sum(coalesce(return_amount, 0)), total_profit = sum(net_profit) - sum(coalesce(return_net_loss, 0))
> 7. Orders by channel_label and outlet_identifier with nulls first, limited to 100 rows
> 
> `trilogy run query80.preql` completes successfully with rollup rows (grand total and catalog channel subtotal visible in the first 100 rows).

