[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (10 queries, fresh context each, concurrency=2) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_1)
  [q05] starting (worker _worker_0)
  [q02] done in 167s (exit 0, score=fail)
  [q11] starting (worker _worker_1)
  [q11] done in 118s (exit 0, score=fail)
  [q14] starting (worker _worker_1)
  [q05] done in 509s (exit 2, score=exhausted)
  [q17] starting (worker _worker_0)
  [q17] done in 195s (exit 0, score=fail)
  [q23] starting (worker _worker_0)
  [q14] done in 462s (exit 0, score=fail)
  [q54] starting (worker _worker_1)
  [q23] done in 125s (exit 0, score=fail)
  [q64] starting (worker _worker_0)
  [q54] done in 120s (exit 0, score=fail)
  [q75] starting (worker _worker_1)
  [q75] done in 109s (exit 0, score=pass)
  [q80] starting (worker _worker_1)
  [q64] done in 272s (exit 0, score=fail)
  [q80] done in 135s (exit 0, score=fail)
[4/5] Finalising scores for 10 queries ...
  spliced 89 prior results from 20260625-155234
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (62 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260625-183939

# TPC-DS Agent Eval — 20260625-183939

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.286

## Result

- **Pass rate: 57/99** (58%)
- Status breakdown: {'pass': 57, 'fail': 41, 'exhausted': 1}
- Wall time: 1122.9s  |  Agent time: 2213.1s  |  Avg/query: 221.3s
- Agent exit code: 1

## Agent harness metrics

- LLM iterations: 355
- Tool calls: 407  →  {'trilogy': 398, 'return_control_to_user': 9}
- `trilogy` subcommands: {'agent-info': 30, 'explore': 82, 'run': 183, 'file': 102}
- Tool success rate: 85% (345/407 ok)
- Tokens: 15440433 total (15292207 prompt + 148226 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 56 | fail | 100 | 100 | 3407 | result set differs from reference |
| 57 | pass | 100 | 100 | 3956 |  |
| 58 | pass | 5 | 5 | 4326 |  |
| 59 | pass | 100 | 100 | 6343 |  |
| 60 | pass | 100 | 100 | 3171 |  |
| 61 | pass | 1 | 1 | 2045 |  |
| 62 | pass | 100 | 100 | 2639 |  |
| 63 | pass | 100 | 100 | 1885 |  |
| 64 | fail | 2 | 595 | 14210 | result set differs from reference |
| 65 | fail | 100 | 100 | 3440 | result set differs from reference |
| 66 | fail | 5 | 60 | 4692 | result set differs from reference |
| 67 | fail | 100 | 100 | 3658 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | fail | 100 | 100 | 4156 | result set differs from reference |
| 70 | pass | 3 | 3 | 2745 |  |
| 71 | pass | 1031 | 1031 | 3356 |  |
| 72 | pass | 100 | 100 | 2952 |  |
| 73 | fail | 1 | 9 | 2090 | result set differs from reference |
| 74 | fail | 92 | 90 | 5766 | result set differs from reference |
| 75 | pass | 100 | 100 | 8342 |  |
| 76 | fail | 100 | 100 | 5305 | result set differs from reference |
| 77 | fail | 44 | 76 | 5259 | result set differs from reference |
| 78 | fail | 100 | 100 | 6930 | result set differs from reference |
| 79 | fail | 100 | 100 | 1621 | result set differs from reference |
| 80 | fail | 100 | 100 | 7330 | result set differs from reference |
| 81 | fail | 100 | 100 | 8775 | result set differs from reference |
| 82 | pass | 2 | 2 | 1095 |  |
| 83 | pass | 24 | 24 | 4727 |  |
| 84 | fail | 16 | 100 | 1547 | result set differs from reference |
| 85 | pass | 1 | 1 | 3859 |  |
| 86 | pass | 100 | 100 | 1866 |  |
| 87 | fail | 1 | 1 | 2220 | result set differs from reference |
| 88 | pass | 1 | 1 | 2101 |  |
| 89 | pass | 100 | 100 | 4025 |  |
| 90 | pass | 1 | 1 | 1619 |  |
| 91 | fail | 2 | 2 | 2373 | result set differs from reference |
| 92 | fail | 1 | 1 | 1090 | result set differs from reference |
| 93 | pass | 100 | 100 | 1001 |  |
| 94 | fail | 1 | 1 | 2850 | result set differs from reference |
| 95 | pass | 1 | 1 | 4791 |  |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 861 | result set differs from reference |
| 98 | fail | 2521 | 2521 | 3336 | result set differs from reference |
| 99 | pass | 90 | 90 | 3278 |  |

## Agent final message

> Query written to query80.preql and validated successfully. The query uses `raw.all_sales` (multi-channel consolidated model) with ROLLUP for per-outlet, per-channel subtotal, and grand total rows. It filters date range 2000-08-23 to 2000-09-22, items with current_price > 50, promotions with channel_tv = 'N', and only sales with a recorded outlet. Outlet identifiers are built by prefixing the channel's entity text_id with the appropriate label ('store', 'catalog_page', 'web_site'). The query returned 100 rows (limited) covering catalog channel rows (the first channel in sort order). Full dataset (428 rows) includes all three channels plus subtotals and grand total.

