[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (10 queries, fresh context each, concurrency=2) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_1)
  [q05] starting (worker _worker_0)
  [q02] done in 59s (exit 0, score=pass)
  [q11] starting (worker _worker_1)
  [q11] done in 93s (exit 0, score=pass)
  [q14] starting (worker _worker_1)
  [q14] done in 105s (exit 0, score=fail)
  [q17] starting (worker _worker_1)
  [q17] done in 246s (exit 0, score=pass)
  [q23] starting (worker _worker_1)
  [q23] done in 111s (exit 0, score=fail)
  [q54] starting (worker _worker_1)
  [q05] done in 627s (exit 0, score=fail)
  [q64] starting (worker _worker_0)
  [q54] done in 51s (exit 0, score=fail)
  [q75] starting (worker _worker_1)
  [q75] done in 56s (exit 0, score=fail)
  [q80] starting (worker _worker_1)
  [q80] done in 191s (exit 0, score=pass)
  [q64] done in 291s (exit 0, score=fail)
[4/5] Finalising scores for 10 queries ...
  spliced 89 prior results from 20260624-133456
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (54 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260625-025205

# TPC-DS Agent Eval — 20260625-025205

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.285

## Result

- **Pass rate: 60/99** (61%)
- Status breakdown: {'pass': 60, 'fail': 39}
- Wall time: 947.8s  |  Agent time: 1830.4s  |  Avg/query: 183.0s
- Agent exit code: 0

## Agent harness metrics

- LLM iterations: 276
- Tool calls: 334  →  {'trilogy': 324, 'return_control_to_user': 10}
- `trilogy` subcommands: {'agent-info': 27, 'file': 78, 'explore': 90, 'run': 125, 'fmt': 1, 'syntax': 1}
- Tool success rate: 84% (280/334 ok)
- Tokens: 10210665 total (10097893 prompt + 112772 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 36 | pass | 100 | 100 | 2195 |  |
| 37 | fail | 1 | 2 | 1209 | result set differs from reference |
| 38 | fail | 1 | 1 | 1105 | result set differs from reference |
| 39 | pass | 243 | 243 | 4662 |  |
| 40 | fail | 100 | 100 | 1418 | result set differs from reference |
| 41 | pass | 100 | 100 | 1848 |  |
| 42 | pass | 10 | 10 | 745 |  |
| 43 | pass | 6 | 6 | 1640 |  |
| 44 | pass | 10 | 10 | 5626 |  |
| 45 | pass | 19 | 19 | 1490 |  |
| 46 | pass | 100 | 100 | 2372 |  |
| 47 | pass | 100 | 100 | 5770 |  |
| 48 | pass | 1 | 1 | 2182 |  |
| 49 | fail | 34 | 34 | 5826 | result set differs from reference |
| 50 | fail | 6 | 7 | 3222 | result set differs from reference |
| 51 | fail | 100 | 100 | 5497 | result set differs from reference |
| 52 | pass | 100 | 100 | 794 |  |
| 53 | pass | 100 | 100 | 2380 |  |
| 54 | fail | 1 | 1 | 3953 | result set differs from reference |
| 55 | pass | 100 | 100 | 832 |  |
| 56 | fail | 100 | 100 | 3407 | result set differs from reference |
| 57 | pass | 100 | 100 | 3956 |  |
| 58 | pass | 5 | 5 | 4326 |  |
| 59 | pass | 100 | 100 | 6343 |  |
| 60 | pass | 100 | 100 | 3171 |  |
| 61 | pass | 1 | 1 | 2045 |  |
| 62 | pass | 100 | 100 | 2639 |  |
| 63 | pass | 100 | 100 | 1885 |  |
| 64 | fail | 2 | 2 | 16739 | result set differs from reference |
| 65 | fail | 100 | 100 | 3440 | result set differs from reference |
| 66 | fail | 5 | 60 | 4692 | result set differs from reference |
| 67 | fail | 100 | 100 | 3658 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | fail | 100 | 100 | 4156 | result set differs from reference |
| 70 | pass | 3 | 3 | 2745 |  |
| 71 | pass | 1031 | 1031 | 3356 |  |
| 72 | pass | 100 | 100 | 2952 |  |
| 73 | fail | 1 | 9 | 2090 | result set differs from reference |
| 74 | fail | 92 | 90 | 5766 | result set differs from reference |
| 75 | fail | 100 | 100 | 7339 | result set differs from reference |
| 76 | fail | 100 | 100 | 5305 | result set differs from reference |
| 77 | fail | 44 | 76 | 5259 | result set differs from reference |
| 78 | fail | 100 | 100 | 6930 | result set differs from reference |
| 79 | fail | 100 | 100 | 1621 | result set differs from reference |
| 80 | pass | 100 | 100 | 7768 |  |
| 81 | fail | 100 | 100 | 8775 | result set differs from reference |
| 82 | pass | 2 | 2 | 1095 |  |
| 83 | pass | 24 | 24 | 4727 |  |
| 84 | fail | 16 | 100 | 1547 | result set differs from reference |
| 85 | pass | 1 | 1 | 3859 |  |
| 86 | pass | 100 | 100 | 1866 |  |
| 87 | fail | 1 | 1 | 2220 | result set differs from reference |
| 88 | pass | 1 | 1 | 2101 |  |
| 89 | pass | 100 | 100 | 4025 |  |
| 90 | pass | 1 | 1 | 1619 |  |
| 91 | fail | 2 | 2 | 2373 | result set differs from reference |
| 92 | fail | 1 | 1 | 1090 | result set differs from reference |
| 93 | pass | 100 | 100 | 1001 |  |
| 94 | fail | 1 | 1 | 2850 | result set differs from reference |
| 95 | pass | 1 | 1 | 4791 |  |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 861 | result set differs from reference |
| 98 | fail | 2521 | 2521 | 3336 | result set differs from reference |
| 99 | pass | 90 | 90 | 3278 |  |

## Agent final message

> The query has been written to `query80.preql` and runs successfully. It produces 100 rows with the following structure:
> 
> **Query logic:**
> - **Imports:** `raw.all_sales` (multi-channel model combining store, catalog, and web sales/returns)
> - **Filters:**
>   - Date range: `2000-08-23` to `2000-09-22` on sale date
>   - Items with `current_price > 50`
>   - Promotions with `channel_tv = 'N'`
>   - Only sales whose outlet (store/catalog_page/web_site) is recorded (`channel_dim_text_id is not null`)
> - **Derived fields:**
>   - `outlet_label` — constructed with `case` to prefix the outlet's business code: `'store' || store.text_id`, `'catalog_page' || catalog_page.text_id`, or `'web_site' || web_site.text_id`
>   - `channel_label` — `'store channel'`, `'catalog channel'`, or `'web channel'`
> - **Metrics** (with `by rollup channel_label, outlet_label`):
>   - `sales` = `sum(ext_sales_price)`
>   - `returns` = `sum(coalesce(return_amount, 0))` — treating missing as zero
>   - `profit` = `sum(net_profit - coalesce(return_net_loss, 0))` — net profit minus matched return net loss
> - **Order:** channel_label then outlet_label, both `asc nulls first`
> - **Limit:** 100 rows
> 
> **Output (100 rows, grand total + channel subtotals + per-outlet rows):**
> - Row 1: grand total (null, null) — $13,560,113.88 sales, $692,603.11 returns, -$3,597,547.40 profit
> - Row 2: catalog channel subtotal (catalog channel, null) — $4,655,990.73 sales
> - Rows 3+: per-outlet rows for catalog_page, store, and web_site (sorted alphabetically)

