[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (10 queries, fresh context each, concurrency=2) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_1)
  [q05] starting (worker _worker_0)
  [q02] done in 187s (exit 0, score=fail)
  [q11] starting (worker _worker_1)
  [q11] done in 190s (exit 0, score=pass)
  [q14] starting (worker _worker_1)
  [q05] done in 413s (exit 2, score=exhausted)
  [q17] starting (worker _worker_0)
  [q17] done in 126s (exit 0, score=fail)
  [q23] starting (worker _worker_0)
  [q23] done in 60s (exit 0, score=fail)
  [q54] starting (worker _worker_0)
  [q54] done in 156s (exit 0, score=fail)
  [q64] starting (worker _worker_0)
  [q64] done in 151s (exit 0, score=fail)
  [q75] starting (worker _worker_0)
  [q14] done in 574s (exit 1, score=crashed)
  [q80] starting (worker _worker_1)
  [q80] done in 64s (exit 0, score=fail)
  [q75] done in 166s (exit 0, score=fail)
[4/5] Finalising scores for 10 queries ...
  spliced 89 prior results from 20260625-120155
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (52 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260625-150049

# TPC-DS Agent Eval — 20260625-150049

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.286

## Result

- **Pass rate: 57/99** (58%)
- Status breakdown: {'pass': 57, 'fail': 40, 'exhausted': 1, 'crashed': 1}
- Wall time: 1085.3s  |  Agent time: 2086.4s  |  Avg/query: 208.6s
- Agent exit code: 1

## Agent harness metrics

- LLM iterations: 270
- Tool calls: 323  →  {'trilogy': 315, 'return_control_to_user': 8}
- `trilogy` subcommands: {'agent-info': 28, 'file': 79, 'explore': 84, 'run': 124}
- Tool success rate: 84% (271/323 ok)
- Tokens: 10180116 total (10072862 prompt + 107254 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 34 | pass | 455 | 455 | 3461 |  |
| 35 | fail | 100 | 100 | 10980 | result set differs from reference |
| 36 | pass | 100 | 100 | 2195 |  |
| 37 | fail | 1 | 2 | 1209 | result set differs from reference |
| 38 | fail | 1 | 1 | 1105 | result set differs from reference |
| 39 | pass | 243 | 243 | 4662 |  |
| 40 | fail | 100 | 100 | 1418 | result set differs from reference |
| 41 | pass | 100 | 100 | 1848 |  |
| 42 | pass | 10 | 10 | 745 |  |
| 43 | pass | 6 | 6 | 1640 |  |
| 44 | pass | 10 | 10 | 5626 |  |
| 45 | pass | 19 | 19 | 1490 |  |
| 46 | pass | 100 | 100 | 2372 |  |
| 47 | pass | 100 | 100 | 5770 |  |
| 48 | pass | 1 | 1 | 2182 |  |
| 49 | fail | 34 | 34 | 5826 | result set differs from reference |
| 50 | fail | 6 | 7 | 3222 | result set differs from reference |
| 51 | fail | 100 | 100 | 5497 | result set differs from reference |
| 52 | pass | 100 | 100 | 794 |  |
| 53 | pass | 100 | 100 | 2380 |  |
| 54 | fail | 1 | 1 | 5394 | result set differs from reference |
| 55 | pass | 100 | 100 | 832 |  |
| 56 | fail | 100 | 100 | 3407 | result set differs from reference |
| 57 | pass | 100 | 100 | 3956 |  |
| 58 | pass | 5 | 5 | 4326 |  |
| 59 | pass | 100 | 100 | 6343 |  |
| 60 | pass | 100 | 100 | 3171 |  |
| 61 | pass | 1 | 1 | 2045 |  |
| 62 | pass | 100 | 100 | 2639 |  |
| 63 | pass | 100 | 100 | 1885 |  |
| 64 | fail | 2 | 2 | 16402 | result set differs from reference |
| 65 | fail | 100 | 100 | 3440 | result set differs from reference |
| 66 | fail | 5 | 60 | 4692 | result set differs from reference |
| 67 | fail | 100 | 100 | 3658 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | fail | 100 | 100 | 4156 | result set differs from reference |
| 70 | pass | 3 | 3 | 2745 |  |
| 71 | pass | 1031 | 1031 | 3356 |  |
| 72 | pass | 100 | 100 | 2952 |  |
| 73 | fail | 1 | 9 | 2090 | result set differs from reference |
| 74 | fail | 92 | 90 | 5766 | result set differs from reference |
| 75 | fail | 100 | 100 | 6669 | result set differs from reference |
| 76 | fail | 100 | 100 | 5305 | result set differs from reference |
| 77 | fail | 44 | 76 | 5259 | result set differs from reference |
| 78 | fail | 100 | 100 | 6930 | result set differs from reference |
| 79 | fail | 100 | 100 | 1621 | result set differs from reference |
| 80 | fail | 100 | 100 | 7218 | result set differs from reference |
| 81 | fail | 100 | 100 | 8775 | result set differs from reference |
| 82 | pass | 2 | 2 | 1095 |  |
| 83 | pass | 24 | 24 | 4727 |  |
| 84 | fail | 16 | 100 | 1547 | result set differs from reference |
| 85 | pass | 1 | 1 | 3859 |  |
| 86 | pass | 100 | 100 | 1866 |  |
| 87 | fail | 1 | 1 | 2220 | result set differs from reference |
| 88 | pass | 1 | 1 | 2101 |  |
| 89 | pass | 100 | 100 | 4025 |  |
| 90 | pass | 1 | 1 | 1619 |  |
| 91 | fail | 2 | 2 | 2373 | result set differs from reference |
| 92 | fail | 1 | 1 | 1090 | result set differs from reference |
| 93 | pass | 100 | 100 | 1001 |  |
| 94 | fail | 1 | 1 | 2850 | result set differs from reference |
| 95 | pass | 1 | 1 | 4791 |  |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 861 | result set differs from reference |
| 98 | fail | 2521 | 2521 | 3336 | result set differs from reference |
| 99 | pass | 90 | 90 | 3278 |  |

## Agent final message

> Completed! `query80.preql` has been written and validated with `trilogy run query80.preql`. The query:
> 
> - Uses `raw.all_sales` (multi-channel consolidated fact)
> - Filters for date range 2000-08-23 through 2000-09-22
> - Filters item.current_price > 50 and promotion.channel_tv = 'N'
> - Filters channel_dim_id is not null (outlet recorded)
> - Computes channel label ('store channel', 'catalog channel', 'web channel')
> - Computes outlet identifier as the prefixed business code
> - Aggregates total_sales (sum of ext_sales_price), total_returns (coalesced sum of return_amount), and total_profit (sum net_profit - sum coalesced return_net_loss)
> - Uses `by rollup channel_label, outlet_identifier` for per-outlet, per-channel subtotals, and grand total
> - Orders by channel_label and outlet_identifier nulls first, limit 100
> 
> The output runs cleanly — 100 rows with grand total, per-channel subtotals, and per-outlet detail rows.

