[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (9 queries, fresh context each, concurrency=4) — deepseek/deepseek-chat ...
  [q05] starting (worker _worker_3)
  [q14] starting (worker _worker_2)
  [q54] starting (worker _worker_1)
  [q59] starting (worker _worker_0)
  [q54] done in 133s (exit 0, score=fail)
  [q75] starting (worker _worker_1)
  [q75] done in 49s (exit 0, score=fail)
  [q80] starting (worker _worker_1)
  [q59] done in 233s (exit 0, score=fail)
  [q83] starting (worker _worker_0)
  [q80] done in 66s (exit 0, score=fail)
  [q86] starting (worker _worker_1)
  [q86] done in 73s (exit 0, score=fail)
  [q97] starting (worker _worker_1)
  [q97] done in 58s (exit 0, score=fail)
  [q83] done in 297s (exit 0, score=pass)
  [q14] done in 711s (exit 0, score=fail)
  [q05] done in 900s (exit -1, score=timeout)
[4/5] Finalising scores for 9 queries ...
  spliced 90 prior results from 20260630-235635
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (42 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260701-013044

# TPC-DS Agent Eval — 20260701-013044

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.288

## Result

- **Pass rate: 63/99** (64%)
- Status breakdown: {'pass': 63, 'timeout': 1, 'fail': 35}
- Wall time: 1081.5s  (TIMED OUT)  |  Agent time: 2519.1s  |  Avg/query: 279.9s
- Agent exit code: 1

## Agent harness metrics

- LLM iterations: 248
- Tool calls: 290  →  {'trilogy': 282, 'return_control_to_user': 8}
- `trilogy` subcommands: {'agent-info': 23, 'file': 80, 'explore': 53, 'run': 126}
- Tool success rate: 86% (247/289 ok)
- Tokens: 9354986 total (9250297 prompt + 104689 completion)

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 52 | pass | 100 | 100 | 836 |  |
| 53 | pass | 100 | 100 | 1865 |  |
| 54 | fail | 1 | 1 | 3717 | result set differs from reference |
| 55 | pass | 100 | 100 | 832 |  |
| 56 | fail | 100 | 100 | 2809 | result set differs from reference |
| 57 | pass | 100 | 100 | 5250 |  |
| 58 | pass | 5 | 5 | 4339 |  |
| 59 | fail | 100 | 100 | 6535 | result set differs from reference |
| 60 | pass | 100 | 100 | 3608 |  |
| 61 | pass | 1 | 1 | 2767 |  |
| 62 | pass | 100 | 100 | 2925 |  |
| 63 | pass | 100 | 100 | 1841 |  |
| 64 | fail | 2 | 595 | 14795 | result set differs from reference |
| 65 | pass | 100 | 100 | 2006 |  |
| 66 | fail | 5 | 48 | 9573 | result set differs from reference |
| 67 | fail | 100 | 100 | 5922 | result set differs from reference |
| 68 | pass | 100 | 100 | 2418 |  |
| 69 | pass | 100 | 100 | 3824 |  |
| 70 | pass | 3 | 3 | 2342 |  |
| 71 | pass | 1031 | 1031 | 3136 |  |
| 72 | pass | 100 | 100 | 2989 |  |
| 73 | fail | 1 | 82 | 1895 | result set differs from reference |
| 74 | pass | 92 | 92 | 4077 |  |
| 75 | fail | 100 | 100 | 7752 | result set differs from reference |
| 76 | pass | 100 | 100 | 5299 |  |
| 77 | fail | 44 | 76 | 6655 | result set differs from reference |
| 78 | fail | 100 | 100 | 6265 | result set differs from reference |
| 79 | fail | 100 | 100 | 1654 | result set differs from reference |
| 80 | fail | 100 | 100 | 8242 | result set differs from reference |
| 81 | fail | 100 | 100 | 7516 | result set differs from reference |
| 82 | fail | 2 | 4 | 1494 | result set differs from reference |
| 83 | pass | 24 | 24 | 5908 |  |
| 84 | fail | 16 | 100 | 1564 | result set differs from reference |
| 85 | pass | 1 | 1 | 3169 |  |
| 86 | fail | 100 | 100 | 2903 | result set differs from reference |
| 87 | fail | 1 | 1 | 2835 | result set differs from reference |
| 88 | fail | 1 | 1 | 3652 | result set differs from reference |
| 89 | pass | 100 | 100 | 3544 |  |
| 90 | fail | 1 | 1 | 1594 | result set differs from reference |
| 91 | fail | 2 | 2 | 2340 | result set differs from reference |
| 92 | pass | 1 | 1 | 1318 |  |
| 93 | fail | 100 | 100 | 1107 | result set differs from reference |
| 94 | pass | 1 | 1 | 4017 |  |
| 95 | fail | 1 | 1 | 3263 | result set differs from reference |
| 96 | pass | 1 | 1 | 988 |  |
| 97 | fail | 1 | 1 | 1984 | result set differs from reference |
| 98 | pass | 2521 | 2521 | 3967 |  |
| 99 | pass | 90 | 90 | 2658 |  |

## Agent final message

> Query written to `query97.preql` and validated successfully.
> 
> Result (single row):
> - **store_only**: 547,108 — (customer, item) combinations present only in store sales in year 2000
> - **catalog_only**: 286,853 — (customer, item) combinations present only in catalog sales in year 2000
> - **both**: 650 — (customer, item) combinations present in both channels in year 2000

