[1/5] Building TPC-DS DuckDB (sf=1) ...
[2/5] Category 'enriched': setting up workspace ...
[3/5] Running agent per query (13 queries, fresh context each, concurrency=4) — deepseek/deepseek-chat ...
  [q02] starting (worker _worker_3)
  [q06] starting (worker _worker_2)
  [q17] starting (worker _worker_1)
  [q44] starting (worker _worker_0)
  [q06] done in 157s (exit 0, score=pass)
  [q49] starting (worker _worker_2)
  [q02] done in 186s (exit 0, score=pass)
  [q50] starting (worker _worker_3)
  [q50] done in 111s (exit 0, score=fail)
  [q59] starting (worker _worker_3)
  [q49] done in 163s (exit 0, score=pass)
  [q64] starting (worker _worker_2)
  [q17] done in 470s (exit 0, score=pass)
  [q75] starting (worker _worker_1)
  [q44] done in 662s (exit 2, score=exhausted)
  [q76] starting (worker _worker_0)
  [q59] done in 409s (exit 0, score=pass)
  [q77] starting (worker _worker_3)
  [q75] done in 246s (exit 0, score=fail)
  [q78] starting (worker _worker_1)
  [q76] done in 207s (exit 0, score=fail)
  [q86] starting (worker _worker_0)
  [q77] done in 228s (exit 0, score=fail)
  [q86] done in 105s (exit 0, score=pass)
  [q64] done in 827s (exit 0, score=fail)
  [q78] done in 574s (exit 0, score=fail)
[4/5] Finalising scores for 13 queries ...
  spliced 86 prior results from 20260607-133403
  wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (86 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260607-133609

# TPC-DS Agent Eval — 20260607-133609

- Model: `deepseek/deepseek-chat`
- Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.282

## Result

- **Pass rate: 51/99** (52%)
- Status breakdown: {'pass': 51, 'timeout': 1, 'fail': 43, 'exhausted': 4}
- Wall time: 1300.0s  |  Agent time: 4346.5s  |  Avg/query: 334.3s
- Agent exit code: 1

## Agent harness metrics

- LLM iterations: 447
- Tool calls: 506  →  {'trilogy': 491, 'return_control_to_user': 15}
- `trilogy` subcommands: {'agent-info': 27, 'file': 175, 'explore': 109, 'run': 179}
- Tool success rate: 83% (420/506 ok)
- Tokens: 19436949 total (19263148 prompt + 173801 completion)
- Reviewer kickbacks: 3/13 verdicts (23% NOT_DONE) — lower is better

## Tool-output sizes

| Tool | calls | avg chars | max chars | truncated | trunc-rate |
| 41 | fail | 100 | 100 | 1797 | result set differs from reference |
| 42 | pass | 10 | 10 | 1047 |  |
| 43 | pass | 6 | 6 | 1731 |  |
| 44 | exhausted | 0 | 0 | 872 | agent exhausted iterations (was: error) — execute: ProgrammingError: (_duckdb.Pa |
| 45 | pass | 19 | 19 | 1881 |  |
| 46 | fail | 100 | 100 | 2356 | result set differs from reference |
| 47 | pass | 100 | 100 | 5678 |  |
| 48 | pass | 1 | 1 | 2246 |  |
| 49 | pass | 34 | 34 | 5035 |  |
| 50 | fail | 6 | 6 | 5096 | result set differs from reference |
| 51 | fail | 100 | 100 | 4648 | result set differs from reference |
| 52 | pass | 100 | 100 | 871 |  |
| 53 | pass | 100 | 100 | 2426 |  |
| 54 | fail | 1 | 100 | 5436 | result set differs from reference |
| 55 | pass | 100 | 100 | 853 |  |
| 56 | fail | 100 | 100 | 4410 | result set differs from reference |
| 57 | pass | 100 | 100 | 4426 |  |
| 58 | fail | 5 | 0 | 13082 | result set differs from reference |
| 59 | pass | 100 | 100 | 5017 |  |
| 60 | fail | 100 | 100 | 4876 | result set differs from reference |
| 61 | pass | 1 | 1 | 1842 |  |
| 62 | fail | 100 | 100 | 3980 | result set differs from reference |
| 63 | pass | 100 | 100 | 2350 |  |
| 64 | fail | 2 | 2 | 15458 | result set differs from reference |
| 65 | fail | 100 | 100 | 3237 | result set differs from reference |
| 66 | fail | 5 | 60 | 5180 | result set differs from reference |
| 67 | fail | 100 | 100 | 4468 | result set differs from reference |
| 68 | fail | 100 | 100 | 2438 | result set differs from reference |
| 69 | fail | 100 | 100 | 6159 | result set differs from reference |
| 70 | fail | 3 | 5 | 3331 | result set differs from reference |
| 71 | fail | 1031 | 586 | 6611 | result set differs from reference |
| 72 | pass | 100 | 100 | 2919 |  |
| 73 | fail | 1 | 82 | 2163 | result set differs from reference |
| 74 | pass | 92 | 92 | 2897 |  |
| 75 | fail | 100 | 100 | 7844 | result set differs from reference |
| 76 | fail | 100 | 100 | 4996 | result set differs from reference |
| 77 | fail | 44 | 54 | 6318 | result set differs from reference |
| 78 | fail | 100 | 100 | 6200 | result set differs from reference |
| 79 | fail | 100 | 100 | 1973 | result set differs from reference |
| 80 | exhausted | 100 | 100 | 7214 | agent exhausted iterations (was: fail) — result set differs from reference |
| 81 | fail | 100 | 100 | 9320 | result set differs from reference |
| 82 | pass | 2 | 2 | 1145 |  |
| 83 | fail | 24 | 24 | 12537 | result set differs from reference |
| 84 | fail | 16 | 100 | 1960 | result set differs from reference |
| 85 | pass | 1 | 1 | 9039 |  |
| 86 | pass | 100 | 100 | 2029 |  |
| 87 | fail | 1 | 1 | 3873 | result set differs from reference |
| 88 | fail | 1 | 1 | 4694 | result set differs from reference |
| 89 | pass | 100 | 100 | 4355 |  |
| 90 | fail | 1 | 1 | 1705 | result set differs from reference |
| 91 | pass | 2 | 2 | 3316 |  |
| 92 | pass | 1 | 1 | 1072 |  |
| 93 | fail | 100 | 100 | 1348 | result set differs from reference |
| 94 | pass | 1 | 1 | 4483 |  |
| 95 | pass | 1 | 1 | 4347 |  |
| 96 | fail | 1 | 1 | 1687 | result set differs from reference |
| 97 | exhausted | 1 | 1 | 2881 | agent exhausted iterations (was: fail) — result set differs from reference |
| 98 | pass | 2521 | 2521 | 3451 |  |
| 99 | fail | 90 | 90 | 3440 | result set differs from reference |

## Agent final message

> Wrote and validated `query86.preql`. It imports `raw.web_sales`, filters to sold-date year 2000, aggregates total `net_paid` with `by rollup item.category, item.class`, computes hierarchy level via `grouping()`, ranks within each parent group, and orders by level desc, category asc, rank asc — returning 100 rows cleanly.

